text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword,source
Giao hàng nhanh shipper thân thiện nhiệt tình hàng đúng sản phẩm,giao hàng nhanh shipper thân_thiện nhiệt_tình hàng đúng sản_phẩm,5,tích cực,giao hàng nhanh shipper thân_thiện nhiệt_tình hàng đúng sản_phẩm,giao hàng nhanh shipper thân_thiện nhiệt_tình hàng đúng sản_phẩm,all_good_reviews
"chất vải k dày k mỏng, thoải mái, m6-45kg szS vẫn hơi rộng xíu, vừa qua mông. áo trắng bị thủng lỗ nhỏ với vệt tròn vàng nhẹ như ảnh..","chất_lượng vải không dày không mỏng , thoải_mái , m6 45 kg szs vẫn hơi rộng_xíu , vừa_qua mông . áo trắng bị thủng lỗ nhỏ với vệt tròn vàng nhẹ như ảnh .",3,trung lập,"chất_lượng vải không dày không mỏng , thoải_mái , m6 45 kg szs vẫn hơi rộng_xíu , vừa_qua_mông . áo trắng bị thủng lỗ nhỏ với vệt tròn vàng nhẹ như ảnh .","chất_lượng vải không dày không mỏng , thoải_mái , m@@ 6 45 kg sz@@ s vẫn hơi rộng_@@ xíu , vừa_qua mông . áo trắng bị thủng lỗ nhỏ với vệt tròn vàng nhẹ như ảnh .",all_bad_reviews
"Sản phẩm đóng gói cẩn thận, tai nghe khá đẹp nha, âm thanh ổn, chưa dùng lâu nên chưa biết chất lượng ra sao","sản_phẩm đóng_gói cẩn_thận , tai nghe khá đẹp_nha , âm_thanh ổn , chưa dùng lâu nên chưa biết chất_lượng lượng ra sao",4,tích cực,"sản_phẩm đóng_gói cẩn_thận , tai nghe khá đẹp_nha , âm_thanh_ổn , chưa dùng lâu nên chưa biết chất_lượng_lượng ra sao","sản_phẩm đóng_gói cẩn_thận , tai nghe khá đẹp_@@ nha , âm_thanh ổn , chưa dùng lâu nên chưa biết chất_lượng lượng ra sao",all_good_reviews
Chất liệu:mỏng Chất vải xấu hơn mình từng mua của mã này rất nhiều. Form áo xệ và không có chút gì gọi là form luôn á. Tạm biệt GODMOTHER 👐🏻,chất_lượng liệu mỏng chất_lượng vải xấu hơn mình từng mua của mã này rất nhiều . form áo_xệ và không có chút gì gọi_là form luôn á . tạm_biệt godmother,1,tiêu cực,chất_lượng_liệu mỏng chất_lượng vải xấu hơn mình từng mua của mã này rất nhiều . form áo_xệ và không có chút gì gọi_là form luôn á . tạm_biệt godmother,chất_lượng liệu mỏng chất_lượng vải xấu hơn mình từng mua của mã này rất nhiều . form áo_@@ xệ và không có chút gì gọi_là form luôn á . tạm_biệt go@@ d@@ mo@@ ther,all_bad_reviews
Không có hộp chịu luôn,không có hộp chịu luôn,1,tiêu cực,không có hộp chịu luôn,không có hộp chịu luôn,all_bad_reviews
Có yyvt,có yyvt,5,tích cực,có yyvt,có y@@ y@@ v@@ t,all_reviews
Chất lượng:tôi chưa nhận đc hàng chưa nhận đc hàng,chất_lượng lượng tôi chưa nhận được hàng chưa nhận được hàng,1,tiêu cực,chất_lượng lượng tôi chưa nhận được hàng chưa nhận được hàng,chất_lượng lượng tôi chưa nhận được hàng chưa nhận được hàng,all_bad_reviews
Giao hàng nhanh Shop nhiệt tình Sản phẩm rất chất lượng Sẽ ủng hộ thêm❤,giao hàng nhanh_shop nhiệt_tình sản_phẩm rất chất_lượng lượng sẽ ủng_hộ thêm yêu_thích,5,tích cực,giao hàng nhanh_shop nhiệt_tình sản_phẩm rất chất_lượng_lượng sẽ ủng_hộ thêm yêu_thích,giao hàng nh@@ anh_@@ shop nhiệt_tình sản_phẩm rất chất_lượng lượng sẽ ủng_hộ thêm yê@@ u_th@@ ích,all_good_reviews
"Đúng với mô tả:tệ Một trải nghiệm mua hàng khá tệ với mình ! Quần tất thì mặc lên lộ vân ( tất trắng ) trông giả lắm luôn ý , còn tất đen thì khỏi nói , tất thì rách li ti li ti , mà không phải rách ít ạ mà xung quanh tất chỗ nào cũng có tình trạng như v á , đây không phải là lần đầu tiên mình mua tất, thấy shop được đánh giá 5 sao nên khá yên tâm đặt thử 2 đôi , có thể là hàng giá rẻ nma mình nghĩ nó cũng phải chất lượng một chút nhưng mà quá thất vọng luôn ạ","đúng với mô_tả tệ một trải_nghiệm mua hàng khá tệ với mình ! quần_tất thì mặc lên lộ vân tất_trắng trông giả lắm luôn ý , còn tất_đen thì khỏi nói , tất thì rách li_ti li_ti , mà không phải rách ít ạ mà xung_quanh tất_chỗ nào cũng có tình_trạng như_vậy á , đây không phải là lần đầu_tiên mình mua tất , thấy shop được đánh_giá 5 sao nên khá yên_tâm đặt thử 2 đôi , có_thể là hàng giá rẻ nhưng_mà mình nghĩ nó cũng phải chất_lượng lượng một_chút nhưng_mà quá thất_vọng luôn ạ",1,tiêu cực,"đúng với mô_tả_tệ một trải_nghiệm mua hàng khá tệ với mình !_quần_tất thì mặc lên lộ vân_tất_trắng trông giả lắm luôn ý , còn tất_đen thì khỏi nói , tất thì rách li_ti li_ti , mà không phải rách ít ạ mà xung_quanh tất_chỗ nào cũng có tình_trạng như_vậy_á , đây không phải là lần đầu_tiên mình mua tất , thấy shop được đánh_giá 5 sao nên khá yên_tâm đặt thử 2 đôi , có_thể là hàng giá rẻ nhưng_mà mình nghĩ nó cũng phải chất_lượng_lượng một_chút nhưng_mà quá thất_vọng luôn ạ","đúng với mô_tả tệ một trải_nghiệm mua hàng khá tệ với mình ! quầ@@ n_t@@ ất thì mặc lên lộ vân t@@ ất_tr@@ ắng trông giả lắm luôn ý , còn tất_@@ đen thì khỏi nói , tất thì rách li_ti li_ti , mà không phải rách ít ạ mà xung_quanh tất_@@ chỗ nào cũng có tình_trạng như_vậy á , đây không phải là lần đầu_tiên mình mua tất , thấy shop được đánh_giá 5 sao nên khá yên_tâm đặt thử 2 đôi , có_thể là hàng giá rẻ nhưng_mà mình nghĩ nó cũng phải chất_lượng lượng một_chút nhưng_mà quá thất_vọng luôn ạ",all_bad_reviews
Đúng với mô tả:mình mua 3 cái bấm trắng thế mà shop giao mình 3 cái bi tròn Chất liệu:ok Màu sắc:ok Lần đầu mua bấm trắng ok nên mua thêm thế giao cho bi tròn thất vọng,đúng với mô_tả mình mua 3 cái bấm trắng thế mà shop giao mình 3 cái bi_tròn chất_lượng liệu ok màu_sắc ok lần đầu mua bấm trắng_ok nên mua thêm thế giao cho bi_tròn thất_vọng,1,tích cực,đúng với mô_tả mình mua 3 cái bấm trắng thế mà shop giao mình 3 cái bi_tròn chất_lượng_liệu ok màu_sắc_ok lần đầu mua bấm trắng_ok nên mua thêm thế giao cho bi_tròn thất_vọng,đúng với mô_tả mình mua 3 cái bấm trắng thế mà shop giao mình 3 cái b@@ i_tr@@ òn chất_lượng liệu ok màu_sắc ok lần đầu mua bấm trắng_@@ ok nên mua thêm thế giao cho b@@ i_tr@@ òn thất_vọng,all_bad_reviews
"Giao hàng nhanh, chất lượng sản phẩm tốt hơn mong đợi, nên mua","giao hàng nhanh , chất_lượng lượng sản_phẩm tốt hơn mong_đợi , nên mua",5,tích cực,"giao hàng nhanh , chất_lượng_lượng sản_phẩm tốt hơn mong_đợi , nên mua","giao hàng nhanh , chất_lượng lượng sản_phẩm tốt hơn mong_đợi , nên mua",all_good_reviews
"Vải áo xấu,thô, mỏng và nóng nữa. Đường chỉ may ẩu vô cùng hhhh","vải áo xấu , thô , mỏng và nóng nữa . đường chỉ may ẩu vô_cùng giờ",1,tiêu cực,"vải áo xấu , thô , mỏng và nóng nữa . đường chỉ may ẩu vô_cùng giờ","vải áo xấu , thô , mỏng và nóng nữa . đường chỉ may ẩu vô_cùng giờ",all_bad_reviews
"Tính năng nổi bật:nhìn hầm hố Chất lượng sản phẩm:ổn Sài oke, hàng đẹp như hình và sài khá tốt nên cho 5 sao","tính_năng nổi_bật nhìn hầm_hố chất_lượng lượng sản_phẩm ổn dùng oke , hàng đẹp như hình và dùng khá tốt nên cho 5 sao",5,tích cực,"tính_năng nổi_bật nhìn hầm_hố chất_lượng_lượng sản_phẩm ổn dùng oke , hàng đẹp như hình và dùng khá tốt nên cho 5 sao","tính_năng nổi_bật nhìn hầm_hố chất_lượng lượng sản_phẩm ổn dùng o@@ ke , hàng đẹp như hình và dùng khá tốt nên cho 5 sao",all_good_reviews
"Hàng không sử dụng được, giao nước ngoài nhưng nhanh chóng ..","hàng_không sử_dụng được , giao nước_ngoài nhưng nhanh_chóng .",3,trung lập,"hàng_không sử_dụng được , giao_nước_ngoài nhưng nhanh_chóng .","hàng_không sử_dụng được , giao nước_ngoài nhưng nhanh_chóng .",all_bad_reviews
"Đúng với mô tả:đúng áo dth quá, màu quá là đẹp","đúng với mô_tả đúng áo_dth quá , màu quá là đẹp",5,tích cực,"đúng với mô_tả đúng áo_dth quá , màu quá là đẹp","đúng với mô_tả đúng á@@ o_d@@ th quá , màu quá là đẹp",all_good_reviews
Áo đẹp lắm còn có mùi thơm nữa. Shop giao hàng cũng rất nhanh ạ. Ưng cái bụng ghê,áo đẹp lắm còn có mùi thơm nữa . shop giao hàng cũng rất nhanh ạ . ưng cái bụng ghê,5,tích cực,áo đẹp lắm còn có mùi thơm nữa . shop giao hàng cũng rất nhanh ạ . ưng cái bụng ghê,áo đẹp lắm còn có mùi thơm nữa . shop giao hàng cũng rất nhanh ạ . ưng cái bụng ghê,all_good_reviews
"Sách đẹp nhưng đóng gói cẩu thả quá, shipper đi giao gặp trời mưa, ẩm, cong hết sách rồi.","sách đẹp nhưng đóng_gói cẩu_thả quá , shipper đi giao gặp trời mưa , ẩm , cong hết sách rồi .",3,tích cực,"sách đẹp nhưng đóng_gói cẩu_thả quá , shipper đi giao gặp trời mưa , ẩm , cong hết sách rồi .","sách đẹp nhưng đóng_gói cẩu_thả quá , shipper đi giao gặp trời mưa , ẩm , cong hết sách rồi .",all_reviews
Chất liệu:100% cotton Áo đẹp sẽ ủng hộ shop nhìu nữa chúc shop bán đắt hơn nữa nè,chất_lượng liệu 100 cotton áo đẹp sẽ ủng_hộ shop_nhìu nữa chúc shop bán đắt hơn_nữa nè,5,tích cực,chất_lượng_liệu 100 cotton áo đẹp sẽ ủng_hộ_shop_nhìu nữa chúc shop bán đắt hơn_nữa nè,chất_lượng liệu 100 cotton áo đẹp sẽ ủng_hộ sho@@ p_@@ nh@@ ìu nữa chúc shop bán đắt hơn_nữa nè,all_good_reviews
Chất lượng sản phẩm:tốt Đúng với mô tả:nhưng không đúng đơn hàng mình đặt là hình dài nhưng shop gửi hình kim cương,chất_lượng lượng sản_phẩm tốt đúng với mô_tả nhưng không đúng đơn hàng mình đặt là hình_dài nhưng shop gửi hình kim_cương,3,tích cực,chất_lượng lượng sản_phẩm tốt đúng với mô_tả nhưng không đúng đơn hàng mình đặt là hình_dài nhưng shop gửi hình kim_cương,chất_lượng lượng sản_phẩm tốt đúng với mô_tả nhưng không đúng đơn hàng mình đặt là hình_@@ dài nhưng shop gửi hình kim_cương,all_bad_reviews
Âm thanh:ok Giảm tiếng ồn:ok Lần sau tôi mua thêm ủng hộ shop,âm_thanh ok giảm tiếng ồn_ok lần sau tôi mua thêm ủng_hộ shop,5,tích cực,âm_thanh ok giảm tiếng ồn_ok lần sau tôi mua thêm ủng_hộ shop,âm_thanh ok giảm tiếng ồn_@@ ok lần sau tôi mua thêm ủng_hộ shop,all_good_reviews
"Đồ đẹp nha, mình ko nghĩ giá đó mà nhận hàng chất lượng lắm nha. Áo thì hơi rộng do anh nhà mình mặc chắc phải giảm size","đồ đẹp_nha , mình không nghĩ giá đó mà nhận hàng chất_lượng lượng lắm nha . áo thì hơi rộng do anh nhà mình mặc chắc phải giảm kích_cỡ",5,tích cực,"đồ đẹp_nha , mình không nghĩ giá đó mà nhận hàng chất_lượng_lượng lắm nha . áo thì hơi rộng do anh nhà mình mặc chắc phải giảm kích_cỡ","đồ đẹp_@@ nha , mình không nghĩ giá đó mà nhận hàng chất_lượng lượng lắm nha . áo thì hơi rộng do anh nhà mình mặc chắc phải giảm kích_cỡ",all_good_reviews
Áo quá to so với size L,áo quá to so với kích_cỡ l,3,trung lập,áo quá to so với kích_cỡ l,áo quá to so với kích_cỡ l,all_bad_reviews
Chất lượng sản phẩm:ttootst Tính năng nổi bật:đep Sản phâmt đẹp lần sau sẽ mua vì giá quá rẻ mà chất lượng,chất_lượng lượng sản_phẩm ttootst tính_năng nổi_bật đep_sản phâmt đẹp lần sau sẽ mua vì giá quá rẻ mà chất_lượng lượng,5,tích cực,chất_lượng lượng sản_phẩm ttootst tính_năng nổi_bật đep_sản phâmt đẹp lần sau sẽ mua vì giá quá rẻ mà chất_lượng_lượng,chất_lượng lượng sản_phẩm tto@@ o@@ ts@@ t tính_năng nổi_bật đe@@ p_@@ sản phâ@@ m@@ t đẹp lần sau sẽ mua vì giá quá rẻ mà chất_lượng lượng,all_good_reviews
Dùng rất ok khá phù hợp với giá tiền âm thanh hay.,dùng rất ok khá phù_hợp với giá tiền âm_thanh hay .,5,tích cực,dùng rất ok khá phù_hợp với giá tiền âm_thanh hay .,dùng rất ok khá phù_hợp với giá tiền âm_thanh hay .,all_good_reviews
Chất liệu:nhựa Đúng với mô tả:ổn Màu sắc:cà phê siu trắng nâu xanh kính xinh 10đ nhé nhìn rõ lắm🤩 nhưng mà shipper thì tệ lắm nhé gọi điện 17 cuộc chẳng nghe máy có nhắn cho shop nhưng mà shop kh trả lời không hài lòng với dịch vụ!,chất_lượng liệu nhựa đúng với mô_tả ổn màu_sắc cà_phê siu trắng nâu xanh kính xinh 10 đ nhé nhìn rõ lắm nhưng_mà shipper thì tệ lắm nhé gọi điện 17 cuộc chẳng nghe máy có nhắn cho shop nhưng_mà shop không trả_lời không hài_lòng với dịch_vụ !,3,tiêu cực,chất_lượng_liệu nhựa đúng với mô_tả ổn màu_sắc cà_phê siu trắng nâu xanh kính xinh 10 đ nhé nhìn rõ lắm nhưng_mà shipper thì tệ lắm nhé gọi điện 17 cuộc chẳng nghe máy có nhắn cho shop nhưng_mà shop không trả_lời không hài_lòng với dịch_vụ !,chất_lượng liệu nhựa đúng với mô_tả ổn màu_sắc cà_phê si@@ u trắng nâu xanh kính xinh 10 đ nhé nhìn rõ lắm nhưng_mà shipper thì tệ lắm nhé gọi điện 17 cuộc chẳng nghe máy có nhắn cho shop nhưng_mà shop không trả_lời không hài_lòng với dịch_vụ !,all_bad_reviews
"Áo xinh đẹp tuyệt vời, đặt nhìu lần òi nên yên tâm lắm ship hàng nhanh","áo xinh_đẹp tuyệt_vời , đặt nhìu lần òi nên yên_tâm lắm ship hàng nhanh",5,tích cực,"áo xinh_đẹp tuyệt_vời , đặt nhìu lần òi nên yên_tâm lắm ship hàng nhanh","áo xinh_đẹp tuyệt_vời , đặt nh@@ ìu lần òi nên yên_tâm lắm ship hàng nhanh",all_good_reviews
Nhu l,nhu_l,1,tiêu cực,nhu_l,nhu_@@ l,all_bad_reviews
"Tính năng nổi bật:nghe Chất lượng sản phẩm:tốt, đúng với mô tả Âm thanh sống động, êm tai, giá tốt, nên mua","tính_năng nổi_bật nghe chất_lượng lượng sản_phẩm tốt , đúng với mô_tả âm_thanh sống_động , êm_tai , giá tốt , nên mua",5,tích cực,"tính_năng nổi_bật nghe chất_lượng_lượng sản_phẩm tốt , đúng với mô_tả âm_thanh sống_động , êm_tai , giá tốt , nên mua","tính_năng nổi_bật nghe chất_lượng lượng sản_phẩm tốt , đúng với mô_tả âm_thanh sống_động , ê@@ m_t@@ ai , giá tốt , nên mua",all_good_reviews
Chất lượng sản phẩm:k dc đẹp bi cog đầu hàn,chất_lượng lượng sản_phẩm không được đẹp bi_cog đầu hàn,1,tiêu cực,chất_lượng lượng sản_phẩm không được đẹp bi_cog đầu hàn,chất_lượng lượng sản_phẩm không được đẹp bi_@@ co@@ g đầu hàn,all_bad_reviews
10 điểm! Vải cotton mặc mùa hè bao mát mẻ,10 điểm ! vải cotton mặc mùa hè bao mát_mẻ,5,tích cực,10 điểm ! vải cotton mặc mùa hè bao mát_mẻ,10 điểm ! vải cotton mặc mùa hè bao mát_mẻ,all_good_reviews
"Hàng dùng rất ok so với tầm giá, nhưng không biết có bền không","hàng dùng rất ok so với tầm_giá , nhưng không biết có bền không",5,tích cực,"hàng dùng rất ok so với tầm_giá , nhưng không biết có bền không","hàng dùng rất ok so với tầm_@@ giá , nhưng không biết có bền không",all_good_reviews
mãi không thấy màu nổi lên :)),mãi không thấy màu nổi lên,1,tiêu cực,mãi không thấy màu nổi lên,mãi không thấy màu nổi lên,all_bad_reviews
Mới sài dc hôm .nc vào rồi,mới dùng được hôm . nc vào rồi,1,tiêu cực,mới dùng được hôm . nc vào rồi,mới dùng được hôm . n@@ c vào rồi,all_bad_reviews
Chất lượng sản phẩm:ok Tính năng nổi bật:ok Đã nhận được hàng. Giao hàng nhanh. Săn sale giá rẻ. Hài lòng,chất_lượng lượng sản_phẩm ok tính_năng nổi_bật ok đã nhận được hàng . giao hàng nhanh . săn sale giá rẻ . hài_lòng,5,tích cực,chất_lượng lượng sản_phẩm ok tính_năng nổi_bật_ok đã nhận được hàng . giao hàng nhanh . săn sale giá rẻ . hài_lòng,chất_lượng lượng sản_phẩm ok tính_năng nổi_bật ok đã nhận được hàng . giao hàng nhanh . săn sale giá rẻ . hài_lòng,all_good_reviews
"Màu xanh denim cổ điển, Thiết kế thời trang và phong cách, Chất liệu thoải mái và mềm mịn, Không phai màu sau khi giặt, Màu xanh denim cổ điển,","màu xanh denim cổ_điển , thiết_kế thời_trang và phong_cách , chất_lượng liệu thoải_mái và mềm_mịn , không phai màu sau khi giặt , màu xanh denim cổ_điển ,",5,tích cực,"màu xanh denim_cổ_điển , thiết_kế thời_trang và phong_cách , chất_lượng_liệu thoải_mái và mềm_mịn , không phai màu sau khi giặt , màu xanh denim_cổ_điển ,","màu xanh denim cổ_điển , thiết_kế thời_trang và phong_cách , chất_lượng liệu thoải_mái và mềm_@@ mịn , không phai màu sau khi giặt , màu xanh denim cổ_điển ,",all_reviews
Ko cso hang,không cso hang,1,tiêu cực,không cso hang,không c@@ so hang,all_bad_reviews
Độ bền:tai nghe em nho gon am thanh song động mang khong gay đau tai thoai mái,độ bền_tai nghe em nho_gon am_thanh song_động mang khong gay_đau tai_thoai mái,5,tích cực,độ bền_tai nghe em nho_gon am_thanh song_động mang khong gay_đau tai_thoai mái,độ b@@ ền_t@@ ai nghe em nho_@@ gon am@@ _th@@ anh song_@@ động mang kh@@ ong gay_@@ đau ta@@ i_th@@ oai mái,all_good_reviews
Đẹp nhưng hơi mắc lo h. De mn nên mua nha đẹp do rất đẹp nha mn nên mua hicb,đẹp nhưng hơi mắc lo giờ . de mọi người nên mua nha đẹp do rất đẹp_nha mọi người nên mua hicb,5,tích cực,đẹp nhưng hơi mắc lo giờ . de mọi người nên mua nha đẹp do rất đẹp_nha mọi người nên mua hicb,đẹp nhưng hơi mắc lo giờ . de mọi người nên mua nha đẹp do rất đẹp_@@ nha mọi người nên mua h@@ ic@@ b,all_good_reviews
Áo từ chất đến form đều đẹp với cả áo th lắm ạ Với giá này là quá đẹp ❤️❤️❤️❤️❤️❤️❤️❤️,áo từ chất_lượng đến form đều đẹp với cả áo_th lắm ạ với giá này là quá đẹp yêu_thích yêu_thích yêu_thích yêu_thích yêu_thích yêu_thích yêu_thích yêu_thích,5,tích cực,áo từ chất_lượng đến form đều đẹp với cả áo_th lắm ạ với giá này là quá đẹp yêu_thích yêu_thích yêu_thích yêu_thích yêu_thích yêu_thích yêu_thích yêu_thích,áo từ chất_lượng đến form đều đẹp với cả áo_t@@ h lắm ạ với giá này là quá đẹp yê@@ u_th@@ ích yê@@ u_th@@ ích yê@@ u_th@@ ích yê@@ u_th@@ ích yê@@ u_th@@ ích yê@@ u_th@@ ích yê@@ u_th@@ ích yê@@ u_th@@ ích,all_good_reviews
Chất liệu:mỜ Màu sắc:nhạt Đúng với mô tả:không 24h lên màu thì đẹp chứ hôm sau là lại mờ đi,chất_lượng liệu mờ màu_sắc nhạt đúng với mô_tả không 24 h lên màu thì đẹp chứ hôm sau là lại mờ đi,2,tích cực,chất_lượng_liệu mờ màu_sắc_nhạt đúng với mô_tả không 24 h lên màu thì đẹp chứ hôm sau là lại mờ đi,chất_lượng liệu mờ màu_sắc nhạt đúng với mô_tả không 24 h lên màu thì đẹp chứ hôm sau là lại mờ đi,all_bad_reviews
Mình đọc 1 mạch nửa cuốn luôn á.. Lôi cuốn .. đóng gói cẩn thận,mình đọc 1 mạch nửa cuốn luôn á . lôi_cuốn . đóng_gói cẩn_thận,5,tích cực,mình đọc 1 mạch nửa cuốn luôn á . lôi_cuốn . đóng_gói cẩn_thận,mình đọc 1 mạch nửa cuốn luôn á . lôi_cuốn . đóng_gói cẩn_thận,all_reviews
"KM TRI AN KHACH HANG THAN THIET: Tang 10GB data toc do cao va 50% GIA TRI (25% lien mang, 25% noi mang) khi nap the tu 50.000d HOM NAY 05/01. Tien KM duoc quy doi ra phut goi, tin nhan & data tuong ung su dung trong 15 ngay. Uu dai ap dung 1 lan/thang lien tuc trong 12 thang. The le chuong trinh tai: https://vietnamobile.com.vn/gan-ket-dai-lau-khuyen-mai-dam-sau Tu choi tham gia chuong trinh soan TC gui 345. Tu choi QC, soan TCQC gui 123. Chi tiet LH 0922789789 (0d). Tran trong!","khuyến_mãi tri an_khach hang than thiet_tang 10 gb data toc do cao_va 50 gia_tri 25 lien mang , 25 noi mang khi nap the_tu 50.000 d hom nay 05 01 . tien khuyến_mãi duoc quy_doi ra phut goi , tin nhan_data tuong ung_su dung trong 15 ngay . uu dai_ap_dung 1 lan thang lien tuc trong 12 thang . the_le chuong trinh_tai tu_choi tham_gia chuong trinh_soan tc gui 345 . tu choi qc , soan tcqc gui 123 . chi tiet lh 0 d . tran trong !",5,tích cực,"khuyến_mãi tri_an_khach hang than thiet_tang 10 gb data toc do cao_va 50 gia_tri 25 lien mang , 25 noi mang khi nap the_tu 50.000 d hom nay 05 01 . tien khuyến_mãi duoc quy_doi ra phut goi , tin nhan_data tuong ung_su_dung trong 15 ngay . uu dai_ap_dung 1 lan thang lien tuc trong 12 thang . the_le chuong trinh_tai tu_choi tham_gia chuong trinh_soan tc gui 345 . tu choi qc , soan tcqc gui 123 . chi tiet lh 0 d . tran trong !","khuyến_mãi tri an_@@ kha@@ ch hang than thi@@ et@@ _tang 10 g@@ b data to@@ c do cao_@@ va 50 gia@@ _tri 25 li@@ en mang , 25 noi mang khi nap the@@ _tu 50.000 d hom nay 05 01 . ti@@ en khuyến_mãi du@@ oc quy_@@ doi ra phu@@ t go@@ i , tin nhan_@@ data tu@@ ong ung_@@ su dung trong 15 ngay . u@@ u d@@ ai_@@ ap_@@ dung 1 lan thang li@@ en tu@@ c trong 12 thang . the@@ _l@@ e chu@@ ong tri@@ nh_t@@ ai tu_@@ cho@@ i tham_gia chu@@ ong trinh_@@ so@@ an t@@ c gu@@ i 345 . tu cho@@ i q@@ c , so@@ an t@@ c@@ q@@ c gu@@ i 123 . chi ti@@ et l@@ h 0 d . tran trong !",all_good_reviews
"Chất lượng sản phẩm:tạm dc tai nghe trái to hơn phải, bên phải bị rè","chất_lượng lượng sản_phẩm tạm được tai nghe trái to hơn phải , bên phải bị rè",4,tích cực,"chất_lượng lượng sản_phẩm tạm được tai nghe trái to hơn phải , bên phải bị rè","chất_lượng lượng sản_phẩm tạm được tai nghe trái to hơn phải , bên phải bị rè",all_good_reviews
"Mình thường mặc thun nike và adidas auth. Khẳng định là áo này chất lượng vải rất ok. Dày hơn thun 2 hãng kia 1 chút nhưng nhờ vậy áo có vẻ bền hơn, thấm hút mồ hôi vẫn rất ok. Ngon bổ rẻ :) 1m7 nặng 72kg mua size L mặc rộng rãi thoải mái. Ai muốn vừa fit thì M","mình thường mặc thun nike và adidas chính hãng . khẳng_định là áo này chất_lượng lượng vải rất ok . dày hơn thun 2 hãng kia 1 chút nhưng nhờ vậy áo có_vẻ bền hơn , thấm hút mồ_hôi vẫn rất ok . ngon_bổ rẻ 1 m7 nặng 72 kg mua kích_cỡ l mặc rộng_rãi thoải_mái . ai muốn vừa fit thì mình",5,tích cực,"mình thường mặc thun nike và adidas chính hãng . khẳng_định là áo này chất_lượng lượng vải rất ok . dày hơn thun 2 hãng kia 1 chút nhưng nhờ vậy áo có_vẻ_bền hơn , thấm_hút mồ_hôi vẫn rất ok . ngon_bổ rẻ 1 m7 nặng 72 kg mua kích_cỡ l mặc rộng_rãi thoải_mái . ai muốn vừa fit thì mình","mình thường mặc thun ni@@ ke và ad@@ idas chính hãng . khẳng_định là áo này chất_lượng lượng vải rất ok . dày hơn thun 2 hãng kia 1 chút nhưng nhờ vậy áo có_vẻ bền hơn , thấm hút mồ_hôi vẫn rất ok . ngon_@@ bổ rẻ 1 m@@ 7 nặng 72 kg mua kích_cỡ l mặc rộng_rãi thoải_mái . ai muốn vừa fit thì mình",all_good_reviews
Hàng bị mất miếng kim loại bên nút nguồn,hàng bị mất miếng kim_loại bên nút nguồn,1,tiêu cực,hàng bị mất miếng kim_loại bên nút nguồn,hàng bị mất miếng kim_loại bên nút nguồn,all_bad_reviews
"sách đẹp, chữ rõ ràng, dễ đọc","sách đẹp , chữ rõ_ràng , dễ đọc",5,tích cực,"sách đẹp , chữ rõ_ràng , dễ đọc","sách đẹp , chữ rõ_ràng , dễ đọc",all_reviews
Áo đẹp nha.. nhưng size hơi rộng hơn size bình thường..,áo đẹp nha . nhưng kích_cỡ hơi rộng hơn kích_cỡ bình_thường .,5,tích cực,áo đẹp nha . nhưng kích_cỡ_hơi rộng hơn kích_cỡ bình_thường .,áo đẹp nha . nhưng kích_cỡ hơi rộng hơn kích_cỡ bình_thường .,all_reviews
"Bi hơi bé, nhìn giống sắt, ko giống bạc Bổ trí, phân công công việc, thay đổi vị trí việc làm hiệu quả - Tổ chức hoạt động giao tiếp hiệu quả - Năng lực và phong cách người lãnh đạo - Cơ hội đào tạo và triển vọng thăng tiến sự nghiệp - Công nhận và khen thưởng sự nỗ lực và cống hiến của nhân viên - Đánh giá công bằng","bi hơi bé , nhìn giống sắt , không giống bạc bổ_trí , phân_công công_việc , thay_đổi vị_trí việc_làm hiệu_quả tổ_chức hoạt_động giao_tiếp hiệu_quả năng_lực và phong_cách người lãnh_đạo cơ_hội đào_tạo và triển_vọng thăng_tiến sự_nghiệp công_nhận và khen_thưởng sự nỗ_lực và cống_hiến của nhân_viên đánh_giá công_bằng",2,tiêu cực,"bi hơi bé , nhìn giống sắt , không giống bạc bổ_trí , phân_công công_việc , thay_đổi vị_trí việc_làm hiệu_quả tổ_chức hoạt_động giao_tiếp hiệu_quả năng_lực và phong_cách người lãnh_đạo cơ_hội đào_tạo và triển_vọng thăng_tiến sự_nghiệp công_nhận và khen_thưởng sự nỗ_lực và cống_hiến của nhân_viên đánh_giá công_bằng","bi hơi bé , nhìn giống sắt , không giống bạc bổ@@ _trí , phân_công công_việc , thay_đổi vị_trí việc_làm hiệu_quả tổ_chức hoạt_động giao_tiếp hiệu_quả năng_lực và phong_cách người lãnh_đạo cơ_hội đào_tạo và triển_vọng thăng_tiến sự_nghiệp công_nhận và khen_thưởng sự nỗ_lực và cống_hiến của nhân_viên đánh_giá công_bằng",all_bad_reviews
shop giao hàng nhanh chóng. ưng ý. lần sau sẽ ủng hộ shop,shop giao hàng nhanh_chóng . ưng_ý . lần sau sẽ ủng_hộ shop,5,tích cực,shop giao hàng nhanh_chóng . ưng_ý . lần sau sẽ ủng_hộ shop,shop giao hàng nhanh_chóng . ưng_ý . lần sau sẽ ủng_hộ shop,all_reviews
